7, 3976,  276;
$9,  258,  601, HL’bš’’‚ŠÚj
$1,  835, 1187, 3111,  321;
$2, 2076, 2024, 1980,  162;
$3,17185,41223,17185,41223;
$4,22911,60543,59392,  162;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3977,  276;
$9,  258,  599,  102,32201;
$1,  835, 1187, 3131,  327;
$2, 2073, 2019, 1982,  166;
$3,17185,41223,17185,41223;
$4,23935,59775,59136,  166;
$5,65535,    1,53188,    0;
$6, 2235, 2070, 2235, 2070;
$7, 1195,  835, 1195,  835;
$8, 2919, 3977, 3978,  276;
$9,  258,  593,  102,32201;
$1,  835, 1188, 3117,  326;
$2, 2070, 2020, 1981,  165;
$3,17185,41223,17185,41223;
$4,22911,60799,60416,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3977, 3977,  276;
$9,  258,  600,  102,32201;
$1,  835, 1187, 3122,  325;
$2, 2074, 2020, 1990,  163;
$3,17185,41223,17185,41223;
$4,22911,60799,58112,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1197,  827, 1197,  827;
$8, 2919, 3977, 3977,  275;
$9,  256,  599,  102,32201;
$1,  835, 1187, 3088,  325;
$2, 2078, 2024, 1976,  167;
$3,17185,41223,17185,41223;
$4,22911,60287,59392,  167;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1188,  829, 1188,  829;
$8, 2918, 3976, 3976,  276;
$9,  254,  599,  102,32201;
$1,  834, 1188, 3105,  326;
$2, 2080, 2019, 1980,  163;
$3,17185,41223,17185,41223;
$4,22911,60543,58112,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1192,  834, 1192,  834;
$8, 2919, 3977, 3977,  276;
$9,  253,  600,  102,32201;
$1,  835, 1187, 3142,  324;
$2, 2067, 2015, 1986,  160;
$3,17185,41223,17185,41223;
$4,23167,60031,58880,  160;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  832, 1195,  832;
$8, 2928, 3976, 3977,  276;
$9,  246,  601,  102,32201;
$1,  835, 1187, 3106,  327;
$2, 2065, 2020, 1985,  161;
$3,17185,41223,17185,41223;
$4,23423,60287,59136,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1188,  835, 1188,  835;
$8, 2927, 3975, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1188, 3125,  326;
$2, 2065, 2017, 1985,  164;
$3,17185,41223,17185,41223;
$4,23423,60031,59136,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  830, 1192,  830;
$8, 2923, 3977, 3976,  276;
$9,  258,  597,  102,32201;
$1,  835, 1187, 3117,  326;
$2, 2073, 2017, 1982,  162;
$3,17185,41223,17185,41223;
$4,23423,60287,61184,  162;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  835, 1195,  835;
$8, 2919, 3977, 3977,  276;
$9,  258,  599,  102,32201;
$1,  835, 1188, 3121,  326;
$2, 2079, 2020, 1987,  167;
$3,17185,41223,17185,41223;
$4,23423,60543,57856,  167;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  834, 1195,  834;
$8, 2928, 3977, 3976,  276;
$9,  247,  594,  102,32201;
$1,  834, 1187, 3126,  327;
$2, 2080, 2020, 1983,  165;
$3,17185,41223,17185,41223;
$4,22911,60543,59136,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1189,  834, 1189,  834;
$8, 2928, 3977, 3977,  276;
$9,  248,  594,  102,32201;
$1,  834, 1187, 3133,  323;
$2, 2080, 2021, 1980,  163;
$3,17185,41223,17185,41223;
$4,23167,60287,58624,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  834, 1193,  834;
$8, 2918, 3976, 3977,  276;
$9,  257,  601,  102,32201;
$1,  835, 1187, 3133,  324;
$2, 2076, 2021, 1984,  164;
$3,17185,41223,17185,41223;
$4,22911,60543,57856,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2922, 3976, 3976,  276;
$9,  252,  591,  102,32201;
$1,  835, 1188, 3123,  326;
$2, 2075, 2017, 1984,  165;
$3,17185,41223,17185,41223;
$4,22399,60799,59136,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1189,  834, 1189,  834;
$8, 2924, 3976, 3976,  276;
$9,  253,  604,  102,32201;
$1,  835, 1187, 3114,  325;
$2, 2074, 2017, 1982,  165;
$3,17185,41223,17185,41223;
$4,22911,60799,58880,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1194,  833, 1194,  833;
$8, 2930, 3976, 3977,  276;
$9,  257,  601,  102,32201;
$1,  835, 1187, 3111,  324;
$2, 2072, 2021, 1980,  166;
$3,17185,41223,17185,41223;
$4,23935,60031,58880,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1189,  833, 1189,  833;
$8, 2919, 3977, 3977,  276;
$9,  256,  599,  102,32201;
$1,  834, 1188, 3130,  326;
$2, 2079, 2015, 1989,  164;
$3,17185,41223,17185,41223;
$4,23423,60543,58880,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1189,  836, 1189,  836;
$8, 2928, 3977, 3977,  276;
$9,  248,  600,  102,32201;
$1,  834, 1188, 3119,  324;
$2, 2070, 2017, 1977,  165;
$3,17185,41223,17185,41223;
$4,23935,60031,58880,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1192,  833, 1192,  833;
$8, 2919, 3977, 3977,  276;
$9,  258,  596,  102,32201;
$1,  834, 1187, 3106,  326;
$2, 2069, 2015, 1982,  165;
$3,17185,41223,17185,41223;
$4,22911,60543,60160,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  834, 1195,  834;
$8, 2926, 3976, 3976,  276;
$9,  258,  602,  102,32201;
$1,  834, 1188, 3104,  325;
$2, 2076, 2014, 1989,  166;
$3,17185,41223,17185,41223;
$4,23423,60287,58880,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1194,  836, 1194,  836;
$8, 2928, 3976, 3977,  276;
$9,  248,  591,  102,32201;
$1,  834, 1188, 3095,  327;
$2, 2074, 2019, 1982,  165;
$3,17185,41223,17185,41223;
$4,22911,61055,59392,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1189,  833, 1189,  833;
$8, 2919, 3977, 3977,  276;
$9,  257,  601,  102,32201;
$1,  834, 1187, 3108,  324;
$2, 2076, 2021, 1981,  165;
$3,17185,41223,17185,41223;
$4,23423,60031,59136,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  834, 1192,  834;
$8, 2919, 3977, 3977,  276;
$9,  251,  608,  102,32201;
$1,  835, 1187, 3149,  325;
$2, 2071, 2015, 1982,  163;
$3,17185,41223,17185,41223;
$4,23423,60031,58880,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3977, 3976,  276;
$9,  258,  600,  102,32201;
$1,  834, 1187, 3109,  325;
$2, 2076, 2024, 1983,  164;
$3,17185,41223,17185,41223;
$4,22911,60799,59136,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1188,  833, 1188,  833;
$8, 2923, 3977, 3977,  276;
$9,  258,  603,  102,32201;
$1,  834, 1187, 3115,  326;
$2, 2069, 2019, 1984,  164;
$3,17185,41223,17185,41223;
$4,24447,60031,61184,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  832, 1192,  832;
$8, 2928, 3976, 3977,  275;
$9,  246,  604,  102,32201;
$1,  834, 1187, 3056,  323;
$2, 2075, 2019, 1983,  165;
$3,17185,41223,17185,41223;
$4,23167,59519,59904,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1188,  834, 1188,  834;
$8, 2928, 3977, 3976,  276;
$9,  246,  602,  102,32201;
$1,  835, 1187, 3124,  325;
$2, 2080, 2019, 1983,  164;
$3,17185,41223,17185,41223;
$4,22911,61055,59648,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1192,  833, 1192,  833;
$8, 2919, 3976, 3977,  276;
$9,  254,  591,  102,32201;
$1,  835, 1187, 3127,  322;
$2, 2081, 2019, 1981,  165;
$3,17185,41223,17185,41223;
$4,22399,60287,58624,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  832, 1195,  832;
$8, 2923, 3977, 3976,  276;
$9,  252,  594,  102,32201;
$1,  835, 1188, 3107,  328;
$2, 2075, 2019, 1990,  165;
$3,17185,41223,17185,41223;
$4,22911,61311,58112,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1189,  837, 1189,  837;
$8, 2919, 3977, 3976,  276;
$9,  256,  606,  102,32201;
$1,  835, 1187, 3121,  325;
$2, 2070, 2015, 1984,  161;
$3,17185,41223,17185,41223;
$4,22655,60799,58880,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1192,  835, 1192,  835;
$8, 2919, 3976, 3976,  275;
$9,  258,  593,  102,32201;
$1,  835, 1187, 3105,  326;
$2, 2069, 2015, 1982,  165;
$3,17185,41223,17185,41223;
$4,22911,60287,58112,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  275;
$9,  258,  593,  102,32201;
$1,  835, 1188, 3113,  326;
$2, 2064, 2019, 1988,  163;
$3,17185,41223,17185,41223;
$4,22399,61055,58368,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1185,  834, 1185,  834;
$8, 2919, 3977, 3977,  276;
$9,  258,  601,  102,32201;
$1,  835, 1188, 3107,  325;
$2, 2073, 2020, 1985,  165;
$3,17185,41223,17185,41223;
$4,23423,59775,60672,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1189,  834, 1189,  834;
$8, 2928, 3977, 3976,  276;
$9,  247,  596,  102,32201;
$1,  834, 1187, 3115,  326;
$2, 2072, 2015, 1981,  167;
$3,17185,41223,17185,41223;
$4,23423,60287,58112,  167;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1192,  834, 1192,  834;
$8, 2926, 3977, 3976,  276;
$9,  258,  594,  102,32201;
$1,  835, 1187, 3123,  327;
$2, 2078, 2015, 1986,  164;
$3,17185,41223,17185,41223;
$4,23167,60543,60416,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  830, 1195,  830;
$8, 2923, 3977, 3977,  276;
$9,  258,  593,  102,32201;
$1,  835, 1187, 3121,  328;
$2, 2072, 2015, 1986,  165;
$3,17185,41223,17185,41223;
$4,22911,60287,58624,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  253,  594,  102,32201;
$1,  834, 1187, 3113,  326;
$2, 2063, 2020, 1983,  163;
$3,17185,41223,17185,41223;
$4,22911,61311,59136,  163;
$5,65535,    1,53188,    0;
$6, 2235, 2070, 2235, 2070;
$7, 1189,  833, 1189,  833;
$8, 2919, 3977, 3976,  276;
$9,  256,  602,  102,32201;
$1,  834, 1186, 3129,  324;
$2, 2072, 2024, 1982,  165;
$3,17185,41223,17185,41223;
$4,22911,60287,59648,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2070, 2237, 2070;
$7, 1192,  832, 1192,  832;
$8, 2928, 3976, 3976,  275;
$9,  246,  600,  102,32201;
$1,  835, 1186, 3170,  324;
$2, 2073, 2018, 1989,  166;
$3,17185,41223,17185,41223;
$4,22911,60543,59136,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1195,  834, 1195,  834;
$8, 2924, 3976, 3976,  275;
$9,  248,  597,  102,32201;
$1,  835, 1185, 3119,  325;
$2, 2068, 2020, 1982,  164;
$3,17185,41223,17185,41223;
$4,23423,60287,59136,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1185,  834, 1185,  834;
$8, 2920, 3977, 3977,  276;
$9,  248,  593,  102,32201;
$1,  836, 1186, 3118,  330;
$2, 2068, 2018, 1980,  161;
$3,17185,41223,17185,41223;
$4,23167,60543,59136,  161;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1188,  833, 1188,  833;
$8, 2923, 3976, 3976,  275;
$9,  258,  605,  102,32201;
$1,  835, 1188, 3107,  327;
$2, 2068, 2020, 1984,  166;
$3,17185,41223,17185,41223;
$4,22911,60031,58368,  166;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  835, 1192,  835;
$8, 2919, 3977, 3976,  276;
$9,  258,  599,  102,32201;
$1,  835, 1186, 3113,  323;
$2, 2078, 2024, 1983,  164;
$3,17185,41223,17185,41223;
$4,22399,60287,57600,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1194,  835, 1194,  835;
$8, 2933, 3977, 3977,  276;
$9,  257,  603,  102,32201;
$1,  835, 1187, 3115,  323;
$2, 2069, 2019, 1984,  163;
$3,17185,41223,17185,41223;
$4,23935,60543,59136,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  831, 1195,  831;
$8, 2919, 3977, 3976,  275;
$9,  253,  599,  102,32201;
$1,  835, 1187, 3119,  326;
$2, 2077, 2019, 1979,  162;
$3,17185,41223,17185,41223;
$4,23167,60031,59136,  162;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1190,  836, 1190,  836;
$8, 2928, 3977, 3977,  276;
$9,  247,  605,  102,32201;
$1,  835, 1187, 3118,  321;
$2, 2069, 2018, 1985,  163;
$3,17185,41223,17185,41223;
$4,23423,60287,58624,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  826, 1195,  826;
$8, 2924, 3977, 3976,  275;
$9,  250,  604,  102,32201;
$1,  835, 1188, 3122,  327;
$2, 2070, 2020, 1986,  169;
$3,17185,41223,17185,41223;
$4,23935,60799,59904,  169;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1188,  833, 1188,  833;
$8, 2923, 3977, 3977,  276;
$9,  255,  602,  102,32201;
$1,  834, 1188, 3125,  327;
$2, 2074, 2015, 1989,  163;
$3,17185,41223,17185,41223;
$4,23423,60031,57856,  163;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1193,  834, 1193,  834;
$8, 2918, 3976, 3976,  275;
$9,  258,  597,  102,32201;
$1,  834, 1187, 3104,  327;
$2, 2073, 2024, 1989,  167;
$3,17185,41223,17185,41223;
$4,23423,60799,58880,  167;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  835, 1186, 3145,  326;
$2, 2072, 2020, 1991,  165;
$3,17185,41223,17185,41223;
$4,23423,60287,59136,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1188,  834, 1188,  834;
$8, 2928, 3976, 3976,  275;
$9,  248,  601,  102,32201;
$1,  835, 1187, 3115,  325;
$2, 2074, 2019, 1982,  165;
$3,17185,41223,17185,41223;
$4,23423,60287,58880,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1192,  834, 1192,  834;
$8, 2919, 3977, 3977,  276;
$9,  258,  599,  102,32201;
$1,  835, 1187, 3118,  324;
$2, 2072, 2019, 1992,  165;
$3,17185,41223,17185,41223;
$4,23423,60287,58368,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  275;
$9,  258,  596,  102,32201;
$1,  834, 1187, 3117,  325;
$2, 2074, 2019, 1989,  163;
$3,17185,41223,17185,41223;
$4,22399,60799,58624,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  830, 1192,  830;
$8, 2919, 3977, 3977,  276;
$9,  258,  603,  102,32201;
$1,  835, 1187, 3111,  323;
$2, 2073, 2024, 1992,  167;
$3,17185,41223,17185,41223;
$4,23423,61311,58880,  167;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  275;
$9,  257,  598,  102,32201;
$1,  835, 1188, 3148,  325;
$2, 2071, 2015, 1983,  163;
$3,17185,41223,17185,41223;
$4,22911,61567,57856,  163;
$5,65535,    1,53188,    0;
$6, 2235, 2069, 2235, 2069;
$7, 1185,  836, 1185,  836;
$8, 2920, 3977, 3976,  276;
$9,  248,  602,  102,32201;
$1,  834, 1188, 3110,  325;
$2, 2070, 2020, 1989,  165;
$3,17185,41223,17185,41223;
$4,23167,60543,59136,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1192,  834, 1192,  834;
$8, 2919, 3977, 3976,  275;
$9,  258,  600,  102,32201;
$1,  835, 1187, 3127,  325;
$2, 2074, 2024, 1990,  164;
$3,17185,41223,17185,41223;
$4,22399,61055,59136,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  830, 1193,  830;
$8, 2919, 3977, 3976,  276;
$9,  257,  599,  102,32201;
$1,  835, 1188, 3088,  326;
$2, 2071, 2015, 1987,  166;
$3,17185,41223,17185,41223;
$4,22399,60799,58368,  166;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  832, 1195,  832;
$8, 2923, 3977, 3976,  276;
$9,  253,  602,  102,32201;
$1,  834, 1186, 3088,  327;
$2, 2071, 2019, 1989,  165;
$3,17185,41223,17185,41223;
$4,22399,60287,59392,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1190,  833, 1190,  833;
$8, 2923, 3977, 3977,  276;
$9,  256,  594,  102,32201;
$1,  835, 1186, 3120,  326;
$2, 2071, 2021, 1990,  165;
$3,17185,41223,17185,41223;
$4,22399,60031,58880,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  834, 1193,  834;
$8, 2918, 3977, 3976,  275;
$9,  258,  593,  102,32201;
$1,  835, 1186, 3113,  329;
$2, 2075, 2024, 1982,  167;
$3,17185,41223,17185,41223;
$4,23167,60543,59136,  167;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1195,  833, 1195,  833;
$8, 2919, 3976, 3976,  276;
$9,  258,  597,  102,32201;
$1,  834, 1186, 3125,  323;
$2, 2069, 2019, 1984,  166;
$3,17185,41223,17185,41223;
$4,22911,60799,59136,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1189,  833, 1189,  833;
$8, 2919, 3976, 3976,  275;
$9,  258,  602,  102,32201;
$1,  835, 1187, 3118,  326;
$2, 2071, 2019, 1988,  163;
$3,17185,41223,17185,41223;
$4,22911,60799,58112,  163;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1194,  833, 1194,  833;
$8, 2930, 3976, 3977,  275;
$9,  254,  596,  102,32201;
$1,  835, 1188, 3103,  328;
$2, 2071, 2020, 1985,  164;
$3,17185,41223,17185,41223;
$4,22399,60031,58880,  164;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1185,  834, 1185,  834;
$8, 2920, 3977, 3976,  276;
$9,  248,  596,  102,32201;
$1,  834, 1187, 3126,  326;
$2, 2080, 2020, 1986,  168;
$3,17185,41223,17185,41223;
$4,23423,60799,58624,  168;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1192,  836, 1192,  836;
$8, 2919, 3977, 3976,  276;
$9,  258,  600,  102,32201;
$1,  835, 1187, 3135,  326;
$2, 2073, 2015, 1992,  163;
$3,17185,41223,17185,41223;
$4,23935,60799,58624,  163;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  832, 1195,  832;
$8, 2928, 3976, 3975,  276;
$9,  247,  592,  102,32201;
$1,  834, 1186, 3127,  322;
$2, 2069, 2019, 1983,  166;
$3,17185,41223,17185,41223;
$4,56191,60799,58880,  166;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1188,  834, 1188,  834;
$8, 2928, 3977, 3976,  276;
$9,  247,  599,  102,32201;
$1,  835, 1188, 3111,  325;
$2, 2073, 2019, 1991,  164;
$3,17185,41223,17185,41223;
$4,22399,60799,59136,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1189,  828, 1189,  828;
$8, 2919, 3976, 3977,  276;
$9,  258,  599,  102,32201;
$1,  835, 1187, 3097,  324;
$2, 2067, 2019, 1988,  166;
$3,17185,41223,17185,41223;
$4,23167,60799,59904,  166;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1193,  835, 1193,  835;
$8, 2919, 3977, 3976,  276;
$9,  258,  593,  102,32201;
$1,  835, 1188, 3117,  324;
$2, 2068, 2024, 1982,  165;
$3,17185,41223,17185,41223;
$4,22399,60543,58880,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1194,  819, 1194,  819;
$8, 2919, 3977, 3977,  276;
$9,  257,  599,  102,32201;
$1,  835, 1188, 3112,  325;
$2, 2072, 2024, 1992,  161;
$3,17185,41223,17185,41223;
$4,23423,60799,57856,  161;
$5,65535,    1,53188,    0;
$6, 2236, 2070, 2236, 2070;
$7, 1189,  835, 1189,  835;
$8, 2919, 3977, 3977,  276;
$9,  256,  595,  102,32201;
$1,  835, 1185, 3141,  325;
$2, 2069, 2015, 1985,  166;
$3,17185,41223,17185,41223;
$4,22399,60799,58880,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1192,  826, 1192,  826;
$8, 2918, 3977, 3976,  276;
$9,  256,  600,  102,32201;
$1,  835, 1187, 3127,  325;
$2, 2065, 2019, 1985,  164;
$3,17185,41223,17185,41223;
$4,22911,60543,58112,  164;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1194,  832, 1194,  832;
$8, 2931, 3977, 3977,  276;
$9,  252,  598,  102,32201;
$1,  835, 1188, 3114,  326;
$2, 2071, 2017, 1984,  166;
$3,17185,41223,17185,41223;
$4,22911,60543,59136,  166;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1188,  836, 1188,  836;
$8, 2926, 3977, 3976,  276;
$9,  251,  600,  102,32201;
$1,  835, 1186, 3119,  325;
$2, 2069, 2015, 1983,  165;
$3,17185,41223,17185,41223;
$4,23423,60287,59648,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2068, 2237, 2068;
$7, 1195,  835, 1195,  835;
$8, 2919, 3977, 3976,  276;
$9,  254,  604,  102,32201;
$1,  835, 1188, 3128,  328;
$2, 2074, 2015, 1990,  165;
$3,17185,41223,17185,41223;
$4,23167,59519,58880,  165;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1189,  834, 1189,  834;
$8, 2918, 3976, 3977,  275;
$9,  252,  602,  102,32201;
$1,  835, 1188, 3098,  328;
$2, 2066, 2017, 1983,  164;
$3,17185,41223,17185,41223;
$4,23167,60543,60416,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  834, 1192,  834;
$8, 2918, 3978, 3977,  276;
$9,  257,  598,  102,32201;
$1,  835, 1185, 3114,  325;
$2, 2064, 2018, 1986,  163;
$3,17185,41223,17185,41223;
$4,23423,61055,58112,  163;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1195,  834, 1195,  834;
$8, 2924, 3977, 3977,  276;
$9,  248,  600,  102,32201;
$1,  835, 1185, 3124,  323;
$2, 2071, 2015, 1985,  163;
$3,17185,41223,17185,41223;
$4,22911,61311,58880,  163;
$5,65535,    1,53188,    0;
$6, 2236, 2068, 2236, 2068;
$7, 1185,  833, 1185,  833;
$8, 2919, 3976, 3977,  275;
$9,  258,  596,  102,32201;
$1,  834, 1188, 3094,  324;
$2, 2074, 2020, 1983,  165;
$3,17185,41223,17185,41223;
$4,22399,60543,59136,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  835, 1192,  835;
$8, 2919, 3977, 3977,  276;
$9,  258,  605,  102,32201;
$1,  835, 1186, 3118,  324;
$2, 2072, 2021, 1986,  164;
$3,17185,41223,17185,41223;
$4,23167,60799,59392,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1186,  836, 1186,  836;
$8, 2928, 3976, 3976,  276;
$9,  248,  608,  102,32201;
$1,  835, 1188, 3112,  326;
$2, 2068, 2019, 1981,  165;
$3,17185,41223,17185,41223;
$4,23167,60287,57088,  165;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1195,  834, 1195,  834;
$8, 2928, 3977, 3976,  276;
$9,  248,  593,  102,32201;
$1,  835, 1186, 3120,  327;
$2, 2080, 2015, 1987,  164;
$3,17185,41223,17185,41223;
$4,23935,60543,57600,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1185,  833, 1185,  833;
$8, 2919, 3977, 3977,  276;
$9,  257,  603,  102,32201;
$1,  835, 1186, 3119,  326;
$2, 2069, 2015, 1981,  162;
$3,17185,41223,17185,41223;
$4,22911,60799,58624,  162;
$5,65535,    1,53188,    0;
$6, 2237, 2069, 2237, 2069;
$7, 1192,  835, 1192,  835;
$8, 2919, 3977, 3976,  276;
$9,  252,  597,  102,32201;
$1,  835, 1186, 3118,  327;
$2, 2080, 2018, 1981,  159;
$3,17185,41223,17185,41223;
$4,23423,60287,58624,  159;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1189,  834, 1189,  834;
$8, 2928, 3976, 3976,  275;
$9,  246,  606,  102,32201;
$1,  835, 1186, 3106,  324;
$2, 2073, 2019, 1988,  164;
$3,17185,41223,17185,41223;
$4,23935,60287,59648,  164;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1192,  835, 1192,  835;
$8, 2919, 3976, 3976,  276;
$9,  258,  598,  102,32201;
$1,  835, 1186, 3127,  326;
$2, 2072, 2024, 1987,  166;
$3,17185,41223,17185,41223;
$4,23423,60287,58880,  166;
$5,65535,    1,53188,    0;
$6, 2236, 2069, 2236, 2069;
$7, 1196,  829, 1196,  829;
$8, 2919, 3977, 3977,  276;
$9,  258,  600,  102,32201;
$1,  835, 1186, 3134,  328;
$2, 2077, 2024, 1989,  163;
$3,17185,41223,17185,41223;
